QuestionID,Question,DocumentID,DocumentTitle,SentenceID,Sentence,Label,Cosine Similarity
Q621,how many books in bible,D339,Books of the Bible,D339-1,Christian Bibles range from the sixty-six books of the Protestant canon to the eighty-one books of the Ethiopian Orthodox Tewahedo Church canon.,1,0.24514516892273006
Q622,HOW MANY STRIPES ARE ON THE AMERICAN FLAG,D129,Flag of the United States,D129-0,"The national flag of the United States of America , often simply referred to as the American flag, consists of thirteen equal horizontal stripes of red (top and bottom) alternating with white, with a blue rectangle in the canton (referred to specifically as the ""union"") bearing fifty small, white, five-pointed stars arranged in nine offset horizontal rows of six stars (top and bottom) alternating with rows of five stars.",1,0.24044523591131528
Q622,HOW MANY STRIPES ARE ON THE AMERICAN FLAG,D129,Flag of the United States,D129-1,The 50 stars on the flag represent the 50 states of the United States of America and the 13 stripes represent the thirteen British colonies that declared independence from the Kingdom of Great Britain and became the first states in the Union.,1,0.7979249985750353
Q625,what do biologists do,D611,Biologist,D611-0,A biologist is a scientist who studies living organisms and their relationship to their environment.,1,0.12909944487358055
Q626,what does base jumping stand for,D612,BASE jumping,D612-1,"BASE jumping, also sometimes written as B.A.S.E. jumping, is an activity where participants jump from fixed objects and use a parachute to break their fall.",1,0.4870881870470524
Q626,what does base jumping stand for,D612,BASE jumping,D612-2,"BASE is an acronym that stands for four categories of fixed objects from which one can jump: buildings , antennas , spans ( bridges ), and earth ( cliffs ).",1,0.6123724356957946
Q631,What country is the largest stalagmite,D617,Stalagmite,D617-12,"The largest stalagmite in the world is high and is located in the cave of Cueva Martin Infierno, Cuba.",1,0.39735970711951313
Q633,what does Gringo mean,D619,Gringo,D619-0,"Gringo (, , ) is a slang Spanish and Portuguese word used in Ibero-America , to denote foreigners, often from the United States .",1,0.1720618004029213
Q633,what does Gringo mean,D619,Gringo,D619-1,"The term can be applied to someone who is actually a foreigner, or it can denote a strong association or assimilation into foreign (particularly US) society and culture.",1,0.10814761408717503
Q639,what does freedom of speech cover,D624,Freedom of speech,D624-0,Freedom of speech is the political right to communicate one's opinions and ideas using one's body and property to anyone who is willing to receive them.,1,0.15990053726670783
Q645,what does automatic paper feeder on printers mean,D630,Automatic Document Feeder,D630-1,"In multifunction or all-in-one printers , fax machines , photocopiers and scanners , an automatic document feeder or ADF is a feature which takes several pages and feeds the paper one page at a time into a scanner or copier, allowing the user to scan , and thereby copy , print , or fax , multiple-page documents without having to manually replace each page.",1,0.9415838181383994
Q647,what county is san jose in?,D632,"San Jose, California",D632-0,"San Jose (; Spanish : St. Joseph ) is the third-largest city in California , the tenth-largest in the U.S., and the county seat of Santa Clara County which is located at the southern end of San Francisco Bay .",1,0.5477225575051661
Q651,what cars have smart key systems,D636,Smart key,D636-2,"It was first developed by Siemens in the mid-1990s and introduced by Mercedes-Benz under the name ""Keyless Go"" in 1998 on the W220 S-Class following its design patent filed by Daimler-Benz on May 17, 1997.",1,0.07580980435789034
Q660,how old a child pedophile crime,D644,Pedophilia,D644-0,"As a medical diagnosis, pedophilia or paedophilia is a psychiatric disorder in persons 16 years of age or older typically characterized by a primary or exclusive sexual interest toward prepubescent children (generally age 11 years or younger, though specific diagnosis criteria for the disorder extends the cut-off point for prepubescence to age 13).",1,0.17622684421256035
Q662,how many people were killed in the holocaust,D646,The Holocaust,D646-6,"Over one million Jewish children were killed in the Holocaust, as were approximately two million Jewish women and three million Jewish men.",1,0.20180183819889375
Q678,what can silk be used for,D661,Silk,D661-4,"Silk is a natural protein fibre , some forms of which can be woven into textiles .",1,0.2519763153394848
Q679,what channel is letterman on,D662,Late Show with David Letterman,D662-0,Late Show with David Letterman is an American late-night talk show hosted by David Letterman on CBS .,1,0.6201736729460423
Q684,what do cyberstalkers do,D667,Cyberstalking,D667-0,"Cyberstalking is the use of the Internet or other electronic means to stalk or harass an individual, a group of individuals, or an organization.",1,0.1345345587992625
Q687,what kind a is tilapia,D670,Tilapia,D670-0,Tilapia ( ) is the common name for nearly a hundred species of cichlid fish from the tilapiine cichlid tribe .,1,0.5547001962252291
Q695,how many grape farms in united states,D678,Agriculture in the United States,D678-3,"As of the last census of agriculture in 2007, there were 2.2 million farms, covering an area of , an average of per farm.",1,0.19446111706564934
Q696,what freezes faster? hot or cold water?,D679,Mpemba effect,D679-0,"The Mpemba effect, named after Tanzanian student Erasto Mpemba , is the assertion that warmer water can freeze faster than colder water.",1,0.18394180184548975
Q699,how many qfc stores are there,D682,QFC,D682-0,"Quality Food Centers (QFC) is a supermarket chain based in Bellevue, Washington , with 64 stores in the Puget Sound region of Washington state and in the Portland, Oregon metropolitan area.",1,0.837525686389569
Q700,what affects the money supply,D683,Money supply,D683-5,"There is strong empirical evidence of a direct relation between money-supply growth and long-term price inflation, at least for rapid increases in the amount of money in the economy.",1,0.1421338109037403
Q703,how is today special?,D685,Today's Special,D685-0,Today's Special is a Canadian children's television show produced by Clive VanderBurgh at TVOntario from 1981 to 1987.,1,0.16718346377260584
Q705,What Causes Brain Freeze,D687,Ice-cream headache,D687-1,"It is caused by having something cold touch the roof of the mouth ( palate ), and is believed to result from a nerve response causing rapid constriction and swelling of blood vessels or a "" referring "" of pain from the roof of the mouth to the head.",1,0.3713906763541037
Q707,what does auld lang syne mean,D689,Auld Lang Syne,D689-4,"The song's Scots title may be translated into English literally as ""old long since"", or more idiomatically, ""long long ago"", ""days gone by"" or ""old times"".",1,0.12247448713915891
Q716,how many times has a player hit for the cycle,D697,Hitting for the cycle,D697-3,"Cycles are uncommon in Major League Baseball (MLB), and have occurred 294 times since the first by Curry Foley in 1882.",1,0.44543540318737396
Q716,how many times has a player hit for the cycle,D697,Hitting for the cycle,D697-4,"The cycle is roughly as common as a no-hitter (279 occurrences in MLB history); it has been called ""one of the rarest"" and ""most difficult feats"" in baseball.",1,0.3380617018914066
Q722,how many episodes of Lost were there,D702,List of Lost episodes,D702-13,"A total of 121 episodes of Lost were produced, the last of which aired on May 23, 2010.",1,0.6154574548966636
Q723,what does it mean if i'm flat footed?,D703,Flat feet,D703-0,"Flat feet (also called pes planus or fallen arches) is a formal reference to a medical condition in which the arch of the foot collapses, with the entire sole of the foot coming into complete or near-complete contact with the ground.",1,0.269069117598525
Q726,what age group is generation x,D706,Generation X,D706-1,"Demographers, historians and commentators use beginning birth dates from the early 1960s to the early 1980s .",1,0.11322770341445956
Q734,what glows in the dark,D714,Glow-in-the-dark,D714-4,"Radioluminescence , production of luminescence in a material by the bombardment of ionizing radiation",1,0.06565321642986127
Q737,what did sparta do around 650 bc,D717,Sparta,D717-5,"Around 650 BC, it rose to become the dominant military land-power in ancient Greece.",1,0.5855400437691199
Q738,what fantasy american football means,D718,Fantasy football (American),D718-0,Fantasy football is an interactive competition in which users compete against each other as general managers of virtual teams.,1,0.44997704257325755
Q741,how many muscles in the body,D371,List of muscles of the human body,D371-4,Examples range from 640 to 850.,1,0.13483997249264842
Q742,how much does a gold bar weigh,D720,Gold bar,D720-3,The standard gold bar held as gold reserves by central banks and traded among bullion dealers is the 400-troy-ounce (12.4 kg or 438.9 ounces) Good Delivery gold bar.,1,0.6736330697086078
Q745,how many kids does archie manning have,D723,Archie Manning,D723-1,"He is the father of current Denver Broncos quarterback Peyton Manning , current New York Giants starting quarterback Eli Manning , and former Ole Miss receiver Cooper Manning .",1,0.22629428592141426
Q746,what does an advocacy website promote?,D724,Advocacy,D724-0,"Advocacy is a political process by an individual or group which aims to influence public-policy and resource allocation decisions within political, economic, and social systems and institutions.",1,0.1336306209562122
Q747,what does the green mean on the mexican flag,D725,Flag of Mexico,D725-4,"Red, white, and green are the colors of the national liberation army in Mexico.",1,0.3689323936863109
Q749,how often do elk have sex,D727,Elk,D727-8,"Males also engage in ritualized mating behaviors during the rut , including posturing, antler wrestling (sparring), and bugling, a loud series of vocalizations which establishes dominance over other males and attracts females.",1,0.24019223070763068
Q751,what city is george washington university,D729,George Washington University,D729-0,"The George Washington University (GW, GWU, or George Washington) is a comprehensive private , coeducational research university located in Washington, D.C. .",1,0.6076436202502
Q760,what does the temporal lobe part of the brain do,D738,Temporal lobe,D738-1,"The temporal lobes are involved in the retention of visual memories , processing sensory input, comprehending language , storing new memories, emotion, and deriving meaning.",1,0.251259453814803
Q761,how many lungs does a human have,D739,Human lung,D739-1,"Humans have two lungs , a right lung and a left lung.",1,0
Q764,What a Margarita contains,D742,Margarita,D742-0,"The margarita is a Mexican cocktail consisting of tequila mixed with Cointreau or similar orange -flavoured liqueur and lime or lemon juice , often served with salt on the glass rim.",1,0.6546536707079772
Q766,what color is burgundy,D743,Burgundy (color),D743-1,"Burgundy is a dark red color associated with the Burgundy wine of the same name, which in turn is named after the Burgundy region of France .",1,0.5665288228870652
Q766,what color is burgundy,D743,Burgundy (color),D743-2,The color burgundy is similar to other shades of dark red such as maroon .,1,0.32826608214930636
Q768,what is the population of center tx,D745,"Center, Texas",D745-7,"The population was 5,193 at the 2010 census.",1,0.17213259316477408
Q770,what causes photo red eye,D747,Red-eye effect,D747-2,"It occurs when using a photographic flash very close to the camera lens (as with most compact cameras ), in ambient low light.",1,0.1091089451179962
Q772,how many students go to santa barbara,D748,"University of California, Santa Barbara",D748-5,"The campus is the 6th-largest in the UC system by enrollment with 18,977 undergraduate and 2,950 graduate students.",1,0.29250896965085227
Q773,what day is the feast of st joseph's?,D749,Saint Joseph's Day,D749-1,"Saint Joseph's Day, March 19, the Feast of St. Joseph is in Western Christianity the principal feast day of Saint Joseph , Spouse of the Blessed Virgin Mary .",1,0.8134892168199607
Q774,what culture is mariah carey,D134,Mariah Carey,D134-0,"Mariah Carey (born March 27, 1970) is an American singer , songwriter , record producer , actress , and philanthropist .",1,0.3542459542160381
Q779,how was color introduced in film?,D753,Color motion picture film,D753-1,The first color cinematography was by means of additive color systems such as the one patented in England by Edward Raymond Turner in 1899 and tested in 1902.,1,0.12862393885688161
Q779,how was color introduced in film?,D753,Color motion picture film,D753-2,A simplified additive system was developed by George Albert Smith and successfully commercialized in 1909 as Kinemacolor .,1,0
Q781,what artist have song with ashanti?,D755,Ashanti (entertainer),D755-12,"Ashanti wrote and sang background on Jennifer Lopez 's "" Ain't It Funny (Murder Remix) "", which reached number one on Billboard Hot 100, which was also in the top 10 chart at the same time as ""Foolish"", ""Always on Time"" (with Ja Rule ), and ""What's Luv"" (with Fat Joe ).",1,0.3469443332443555
Q783,what came first army or air force,D757,United States Army Air Forces,D757-1,"The AAF was a component of the United States Army , which in 1942 was divided functionally by executive order into three autonomous forces: the Army Ground Forces , the Services of Supply (which in 1943 became the Army Service Forces ), and the AAF.",1,0.1466471150213533
Q785,what does the FOIA apply to,D759,Freedom of Information Act (United States),D759-0,The Freedom of Information Act (FOIA) is a federal freedom of information law that allows for the full or partial disclosure of previously unreleased information and documents controlled by the United States government .,1,0.20519567041703082
Q790,how many vehicles are registered in the us,D764,Passenger vehicles in the United States,D764-2,"Overall, there were an estimated 254.4 million registered passenger vehicles in the United States according to a 2007 DOT study.",1,0.5504818825631803
Q791,what does a laboratory in a gynecologist office consist of,D765,Medical laboratory,D765-1,"A medical laboratory or clinical laboratory is a laboratory where tests are done on clinical specimens in order to get information about the health of a patient as pertaining to the diagnosis, treatment, and prevention of disease.",1,0.1143323900950059
Q792,what cards do you need in poker to get a royal flush,D766,List of poker hands,D766-3,"These hand rankings are also used in some other card games , and in poker dice .",1,0.17038855027411945
Q799,what does xylem transport,D773,Xylem,D773-3,"Its basic function is to transport water, but it also transports some nutrients through the plant.",1,0.36514837167011077
Q804,what do jehovah witnesses believe,D778,Jehovah's Witnesses,D778-2,"Jehovah's Witnesses' beliefs are based on their interpretations of the Bible and they prefer to use their own translation, the New World Translation of the Holy Scriptures .",1,0.3429971702850177
Q804,what do jehovah witnesses believe,D778,Jehovah's Witnesses,D778-3,"They believe that the destruction of the present world system at Armageddon is imminent, and that the establishment of God's kingdom on earth is the only solution for all problems faced by mankind.",1,0.16666666666666666
Q806,how old old is xp operating system,D780,Windows XP,D780-4,"Windows XP was released worldwide for retail sale on October 25, 2001, and over 400 million copies were in use in January 2006.",1,0
Q811,how many pawns in chess,D785,Pawn (chess),D785-2,"In chess, each player begins the game with eight pawns, one on each square of the rank immediately in front of the other pieces.",1,0.9636241116594315
Q812,what countries allow gays to openly serve in the military,D786,Sexual orientation and military service,D786-2,"Nations that permit gay people to serve openly in the military include the 4 of the 5 members of the UN Security Council (United States, United Kingdom, France, and Russia), the Republic of China (Taiwan), Australia , Israel , South Africa , Argentina , and all NATO members excluding Turkey .",1,0.10727978097782273
Q814,how is hydrogen produced,D788,Hydrogen production,D788-1,Currently the dominant technology for direct production is steam reforming from hydrocarbons .,1,0.1259881576697424
Q815,how many percent is a basis point,D789,Basis point,D789-3,1 basis point = 1 permyriad = one one-hundredth percent,1,0.23249527748763857
Q815,how many percent is a basis point,D789,Basis point,D789-4,1 bp = 1 = 0.01% = 0.1‰ = 10?4 = = 0.0001,1,0.1559625734730109
Q815,how many percent is a basis point,D789,Basis point,D789-18,"The relationship between percentage changes and basis points can be summarized as follows: 1 percentage point change = 100 basis points, and 0.01 percentage points = 1 basis point.",1,0.3287979746107146
Q819,what genre is bloody beetroots,D793,The Bloody Beetroots,D793-0,"The Bloody Beetroots is the pseudonym of Sir Bob Cornelius Rifo, the Italian electro house and dance-punk music producer , DJ and photographer .",1,0.5423261445466404
Q833,what country is madrid spain in,D807,Madrid,D807-0,"Madrid (, ) is the capital and largest city of Spain .",1,0.5833333333333334
Q835,What causes rogue waves,D809,Rogue wave,D809-4,"Rogue waves seem not to have a single distinct cause, but occur where physical factors such as high winds and strong currents cause waves to merge to create a single exceptionally large wave.",1,0.3401680257083045
Q837,what happened to montgomery clift,D811,Montgomery Clift,D811-2,"Later, after a disfiguring car crash in 1956, and alcohol and prescription drug abuse, he became erratic.",1,0.14484136487558028
Q843,what caused the world war 2,D817,Causes of World War II,D817-2,"The main causes of World War II were nationalistic issues, unresolved issues, and resentments resulting from World War I and the interwar period in Europe, in addition to the effects of the Great Depression in the 1930s.",1,0.2857738033247041
Q843,what caused the world war 2,D817,Causes of World War II,D817-3,The culmination of events that led to the outbreak of war are generally understood to be the 1939 invasion of Poland by Germany and Soviet Russia and the 1937 invasion of the Republic of China by the Empire of Japan .,1,0.20942695414584775
Q852,how many people die from myasthenia gravis per year,D826,Myasthenia Gravis,D826-3,The disease incidence is 3–30 cases per million per year and rising as a result of increased awareness.,1,0.1636634176769943
Q854,how many rooms in borgata hotel,D828,The Borgata,D828-2,"The $1.1 billion casino hotel features 2,002 rooms and is the largest hotel in New Jersey .",1,0.5539117094069973
Q859,what country has the most muslims in the world,D833,Islam by country,D833-9,"The largest Muslim country is Indonesia , home to 12.7% of the world's Muslims, followed by Pakistan (11.0%), India (10.9%), and Bangladesh (9.2%).",1,0.27914526311954124
Q863,how much of earth is covered ocean water,D383,Ocean,D383-7,"Approximately 72% of the planet's surface (~3.6x108 km2) is covered by saline water that is customarily divided into several principal oceans and smaller seas, with the ocean covering approximately 71% of the Earth's surface.",1,0.44126130406091413
Q867,how is root beer made?,D840,Root beer,D840-1,"Root beer is a carbonated , sweetened beverage , originally made using the root of a sassafras plant (or the bark of a sassafras tree) as the primary flavor.",1,0
Q872,what does informal logic mean,D845,Informal logic,D845-0,"Informal logic, intuitively, refers to the principles of logic and logical thought outside of a formal setting.",1,0
Q874,what country is turkey in,D847,Turkey,D847-0,"Turkey (), officially the Republic of Turkey , is a transcontinental country , located mostly on Anatolia in Western Asia and on East Thrace in Southeastern Europe .",1,0.5303300858899107
Q874,what country is turkey in,D847,Turkey,D847-1,"Turkey is bordered by eight countries: Bulgaria to the northwest; Greece to the west; Georgia to the northeast; Armenia , Iran and the Azerbaijani exclave of Nakhchivan to the east; and Iraq and Syria to the southeast.",1,0.1563858105428061
Q876,"what county is Augusta,GA located in?",D848,"Augusta, Georgia",D848-2,"Augusta is the principal city of the Augusta – Richmond County Metropolitan Statistical Area , which as of 2010 had an estimated population of 556,877, making it both the second-largest city and the second-largest metro area in the state after Atlanta .",1,0.2491364395612199
Q887,how many albums has eminem sold in his career,D858,Eminem,D858-6,"He has sold more than 100 million records worldwide, including 42 million tracks and 49.1 million albums in the United States.",1,0.6141922686399942
Q891,what do pigs eat,D861,Pig,D861-3,Pigs are omnivores and are highly social and intelligent animals.,1,0.29277002188455997
Q893,what does a cutter do,D863,Cutter (baseball),D863-1,"In baseball , a cutter, or cut fastball, is a type of fastball which breaks slightly toward the pitcher 's glove side as it reaches home plate .",1,0.7276068751089989
Q895,what it takes aerosmith album,D865,What It Takes (song),D865-0,What It Takes is a power ballad by American hard rock band Aerosmith .,1,0.5144957554275266
Q895,what it takes aerosmith album,D865,What It Takes (song),D865-2,It was released in 1990 as the third single from Aerosmith's critically and commercially successful 1989 album Pump .,1,0.5707817929853929
Q898,what county is erie colorado,D868,"Erie, Colorado",D868-0,Erie is a Statutory Town in Boulder and Weld counties in the U.S. state of Colorado .,1,0.7254762501100117
Q902,what classes are considered humanities,D872,Humanities,D872-1,"The humanities are academic disciplines that study human culture, using methods that are primarily analytical , critical , or speculative , and having a significant historical element, as distinguished from the mainly empirical approaches of the natural sciences .",1,0.18200630207731602
Q902,what classes are considered humanities,D872,Humanities,D872-2,"The humanities include ancient and modern languages , literature , philosophy , religion , and visual and performing arts such as music and theatre .",1,0.563436169819011
Q902,what classes are considered humanities,D872,Humanities,D872-3,"The humanities that are also regarded as social sciences include history , anthropology , area studies , communication studies , cultural studies , law , economics and linguistics .",1,0.3175536744149779
Q902,what classes are considered humanities,D872,Humanities,D872-7,"Human disciplines like history , cultural anthropology and psychoanalysis study subject matters to which the experimental method does not apply, and they have access instead to the comparative method and comparative research .",1,0.20025046972870356
Q905,what does the president of the usa do,D216,President of the United States,D216-0,The President of the United States of America (POTUS) is the head of state and head of government of the United States .,1,0.5913123959890826
Q905,what does the president of the usa do,D216,President of the United States,D216-1,The president leads the executive branch of the federal government and is the commander-in-chief of the United States Armed Forces .,1,0.3396831102433787
Q905,what does the president of the usa do,D216,President of the United States,D216-3,"The president is further empowered to grant federal pardons and reprieves , and to convene and adjourn either or both houses of Congress under extraordinary circumstances.",1,0.10127393670836667
Q913,how many seasons of grey's anatomy are there,D882,Grey's Anatomy,D882-19,"On May 11, 2012, the series was renewed for a ninth season, which premiered on September 27, 2012.",1,0.3061862178478973
Q914,how is schizophrenia diagnosed?,D883,Schizophrenia,D883-3,Diagnosis is based on observed behavior and the patient's reported experiences.,1,0.13074409009212268
Q922,what kind of cut is tri tip,D891,Tri-tip,D891-1,The tri-tip is a cut of beef from the bottom sirloin primal cut .,1,0.4948716593053935
Q922,what kind of cut is tri tip,D891,Tri-tip,D891-2,"It is a small triangular muscle , usually 1.5 to 2.5 lbs. (675 to 1,150g) per side of beef.",1,0.8728715609439696
Q923,what county is willmar mn in?,D892,"Willmar, Minnesota",D892-0,"Willmar is a city in, and the county seat of, Kandiyohi County , Minnesota , United States .",1,0.07254762501100116
Q938,how does weather happen,D906,Weather,D906-5,Weather is driven by air pressure (temperature and moisture) differences between one place and another.,1,0.5783149319662402
Q940,how many countries have english as an official language,D908,List of countries where English is an official language,D908-1,"In 2012, there were 88 states in total (60 sovereign states and 28 non-sovereign states).",1,0.2946278254943948
Q941,what countries are in cono sur,D909,Southern Cone,D909-1,"Although geographically this includes Southern and part of Southeast ( São Paulo ) of Brazil , in terms of political geography the Southern cone has traditionally comprised Argentina , Chile , Paraguay , and Uruguay .",1,0.19702760155977517
Q941,what countries are in cono sur,D909,Southern Cone,D909-2,"In the narrowest sense, it only covers Argentina , Chile and Uruguay , bounded on the north by the states of Brazil, Paraguay, Bolivia and Peru, on the west by the Pacific Ocean, and south to the junction between the Pacific and Atlantic Oceans, which it is the closest continental area of Antarctica (1000 km).",1,0.10350983390135314
Q943,how many innings makes an official game,D911,Official game,D911-6,"Since most professional baseball games are nine innings long, the fifth inning is used as the threshold for an official game.",1,0.7453559924999299
Q949,what branch of the military is delta force,D917,Delta Force,D917-1,It was formerly listed as the Combat Applications Group by the Department of Defense but has since been officially re-designated the Army Compartmented Elements (ACE).,1,0.11803342130469506
Q957,what causes the seasons,D484,Season,D484-1,Seasons result from the yearly revolution of the Earth around the Sun and the tilt of the Earth's axis relative to the plane of revolution.,1,0.36313651960128146
Q959,what does 3g network mean,D926,3G,D926-0,"3G, short for third Generation, is the third generation of mobile telecommunications technology.",1,0.27801921874276636
Q960,what does Mazel tov! mean,D927,Mazel tov,D927-5,good luck) is a phrase used to express congratulations for a happy and significant occasion or event.,1,0.1889822365046136
Q961,How Do You Get Hepatitis C,D928,Hepatitis C,D928-3,"HCV is spread primarily by blood-to-blood contact associated with intravenous drug use , poorly sterilized medical equipment and transfusions .",1,0.05590169943749474
Q962,how does flexible spending account work,D929,Flexible spending account,D929-1,"An FSA allows an employee to set aside a portion of earnings to pay for qualified expenses as established in the cafeteria plan, most commonly for medical expenses but often for dependent care or other expenses.",1,0.32659863237109044
Q963,how tennessee became a state,D930,Tennessee,D930-9,"Tennessee was the last state to leave the Union and join the Confederacy at the outbreak of the U.S. Civil War in 1861, and the first state to be readmitted to the Union at the end of the war.",1,0.3429971702850177
Q966,how many baseball teams usa,D933,Major league baseball,D933-4,It is composed of 30 teams — 29 in the United States and one in Canada.,1,0.3721042037676254
Q968,how does Delaware support its claim to being the first state?,D935,Delaware,D935-9,"Delaware was one of the 13 colonies participating in the American Revolution and on December 7, 1787, became the first state to ratify the Constitution of the United States , thereby becoming known as The First State.",1,0.24534987303147357
Q972,how many amendments in the US constitution,D938,List of amendments to the United States Constitution,D938-1,"Twenty-seven amendments have been ratified since the original signing of the Constitution, the first ten of which are known collectively as the Bill of Rights .",1,0.3853373177942262
Q973,what does fidelity do,D939,Fidelity Investments,D939-6,"Fidelity Investments manages a large family of mutual funds , provides fund distribution and investment advice services, as well as providing discount brokerage services , retirement services, wealth management , securities execution and clearance, life insurance and a number of other services.",1,0.8571428571428571
Q976,what causes thunder sound,D942,Thunder,D942-0,Thunder is the sound caused by lightning .,1,0.31622776601683794
Q976,what causes thunder sound,D942,Thunder,D942-3,"In turn, this expansion of air creates a sonic shock wave, similar to a sonic boom , which produces the sound of thunder, often referred to as a clap, crack, or peal of thunder.",1,0.2703690352179376
Q979,what day is the federal holiday for Martin Luther King Jr.,D945,"Martin Luther King, Jr. Day",D945-1,"It is observed on the third Monday of January each year, which is around the time of King's birthday, January 15.",1,0.6527139518645054
Q993,what area code is 810,D958,Area code 810,D958-1,Area code 810 is the telephone area code serving eastern Michigan .,1,0.5533985905294664
Q994,how many babies are in a typical raccoon litter,D959,Raccoon,D959-11,"After a gestation period of about 65 days, two to five young, known as ""kits"", are born in spring.",1,0.14383899044561524
Q996,what kind of earthquake was haiti,D961,2010 Haiti earthquake,D961-0,"The 2010 Haiti earthquake was a catastrophic magnitude 7.0 Mw earthquake , with an epicenter near the town of Léogâne ( Ouest Department ), approximately west of Port-au-Prince , Haiti's capital.",1,0.42640143271122083
Q997,what kind of horse was mr ed,D962,Mister Ed,D962-1,"The stars of the show were Mister Ed, a palomino horse who could ""talk"", played by gelding Bamboo Harvester and voiced by former Western star Allan Lane (who went uncredited for the entire length of the series), and his owner, an eccentric and enormously klutzy , yet friendly, architect named Wilbur Post ( Alan Young ).",1,0.35139096424936367
Q998,What does Rapture meaning in a theological sense?,D963,Rapture,D963-0,"The Rapture is a term in Christian eschatology which refers to the ""being caught up"" discussed in 1 Thessalonians 4:17, when the ""dead in Christ"" and ""we who are alive and remain"" will be ""caught up in the clouds"" to meet ""the Lord in the air"".",1,0
Q999,who does chris humphries play for,D964,Kris Humphries,D964-0,"Kris Nathan Humphries (born February 6, 1985) is an American professional basketball player with the Brooklyn Nets .",1,0.5910804632890487
Q1002,what are corporation balance,D967,Balance sheet,D967-2,"A balance sheet is often described as a ""snapshot of a company's financial condition"".",1,0.06622661785325219
Q1003,what is .17 hmr caliber,D968,.17 HMR,D968-0,".17 Hornady Magnum Rimfire, commonly known as the .17 HMR, is a rimfire rifle cartridge developed by the ammunition company Hornady in 2002.",1,0.6324555320336759
Q1007,what made the civil war different from others,D359,American Civil War,D359-27,"It remains the deadliest war in American history , resulting in the deaths of an estimated 750,000 soldiers and an undetermined number of civilian casualties.",1,0.1636634176769943
Q1008,where to buy potato bread made without wheat,D972,Potato bread,D972-5,"It is available as a commercial product in many countries, with similar variations in ingredients, cooking method, and other variables.",1,0.11826247919781652
Q1010,what year was the 8 track invented,D974,8-track tape,D974-3,"Stereo 8 was created in 1964 by a consortium led by Bill Lear of Lear Jet Corporation, along with Ampex , Ford Motor Company , General Motors , Motorola , and RCA Victor Records (RCA).",1,0.22677868380553634
Q1014,who killed julius caesar,D978,Julius caesar,D978-12,"But the underlying political conflicts had not been resolved, and on the Ides of March (15 March) 44 BC, Caesar was assassinated by a group of senators led by Marcus Junius Brutus .",1,0
Q1015,what are  the  official languages of nigeria,D979,Languages of Nigeria,D979-4,"The official language of Nigeria, English , the former colonial language, was chosen to facilitate the cultural and linguistic unity of the country.",1,0.5520524474738834
Q1020,"who played guitar on the kiss album, creatures of the night",D983,Creatures of the Night,D983-3,"It is also the band's last album recorded with Ace Frehley credited as an official member (until 1998's Psycho Circus ), and its first album with Vinnie Vincent as the initially uncredited lead guitarist (Vincent would later be credited, but not featured pictorially on the cover, of 1985's reissue of the album ).",1,0.22645540682891913
Q1024,who wrote white christmas,D987,White Christmas (song),D987-1,White Christmas is an Irving Berlin song reminiscing about an old-fashioned Christmas setting .,1,0.6885303726590963
Q1025,what are the different types of cross country skiing,D988,Cross-country skiing,D988-2,"Cross-country skiing is part of the Nordic skiing sport family, which includes ski jumping , Nordic combined (cross-country skiing and ski jumping), Biathlon (skiing and rifle marksmanship ) and ski-orienteering (which includes map navigation along snow trails and tracks).",1,0.14433756729740643
Q1026,what are use taxes?,D989,Use tax,D989-0,"A use tax in United States is complementary to sales tax which means, if you buy a Taxable product/services without paying any Sales tax to vendor, you owe use tax.",1,0.46770717334674267
Q1026,what are use taxes?,D989,Use tax,D989-8,"Use tax is also termed as ""Consumption Tax"" or ""Consumer Use Tax"".",1,0.3563483225498992
Q1026,what are use taxes?,D989,Use tax,D989-9,A use tax is a type of excise tax levied in the United States by numerous state governments.,1,0.24174688920761409
Q1028,who pulmonary hypertension,D991,Pulmonary hypertension,D991-2,It was first identified by Dr. Ernst von Romberg in 1891.,1,0.0
Q1030,what is an array in programming,D993,Array programming,D993-0,"In computer science , array programming languages (also known as vector or multidimensional languages) generalize operations on scalars to apply transparently to vectors , matrices , and higher dimensional arrays.",1,0.27975144247209416
Q1030,what is an array in programming,D993,Array programming,D993-1,Array programming primitives concisely express broad ideas about data manipulation.,1,0.282842712474619
Q1038,when did the cold war start,D1001,Cold War,D1001-3,"The Cold War, often dated from 1947 to 1991, was a sustained state of political and military tension between powers in the Western Bloc , dominated by the United States with NATO among its allies, and powers in the Eastern Bloc , dominated by the Soviet Union along with the Warsaw Pact .",1,0.32732683535398854
Q1039,what state is pike's peak in?,D1002,Pikes Peak State Park,D1002-0,"Pikes Peak State Park is a state park of Iowa , USA, featuring a bluff overlooking the Upper Mississippi River opposite the confluence of the Wisconsin River .",1,0.17424273674761284
Q1043,what state is jakarta in?,D1006,Jakarta,D1006-0,"Jakarta (), officially known as the Special Capital Region of Jakarta (), is the capital and largest city of Indonesia .",1,0.6201736729460423
Q1046,what song is sung in 6 foot 7 foot,D1009,6 Foot 7 Foot,D1009-0,"6 Foot 7 Foot (also styled as ""6'7"") is a song by American rapper Lil Wayne featuring label mate, Cory Gunz .",1,0.8563488385776753
Q1049,what is a book index,D1012,Index (publishing),D1012-0,An index (plural: indexes) is a list of words or phrases ('headings') and associated pointers ('locators') to where useful material relating to that heading can be found in a document.,1,0.12598815766974242
